Player Name,Score,Character,Vehicle,Glider,Tires
Danny,89366,Morton,Splat Buggy,Super Glider,Slim
purin,87318,Dry Bowser,Yoshi Bike,Parafoil,Slim
K4I,101980,Dry Bowser,W 25 Silver Arrow,Super Glider,Slim
Chris,88930,Toadette,Circuit Special,Super Glider,Triforce Tires
パステル,105023,Bowser,Sport Bike,Super Glider,Slim
B!KZO,109619,Morton,Cat Cruiser,Plane Glider,Slim
Stacy1199,77469,Heavy Mii,Splat Buggy,Parafoil,Slim
purin,122717,Dry Bowser,Comet,Parafoil,Slim
B!KZO,79276,Morton,Streetle,Plane Glider,Slim
B!KZO,120410,Morton,W 25 Silver Arrow,Plane Glider,Slim
Mattew,121560,Morton,Blue Falcon,Super Glider,Azure Roller
Danny,90772,Morton,Splat Buggy,Super Glider,Slim
B!KZO,114934,Morton,Streetle,Plane Glider,Slim
Issem,94100,King Boo,Splat Buggy,Super Glider,Slim
B!KZO,111199,Morton,W 25 Silver Arrow,Plane Glider,Slim
Danny,66772,Morton,Splat Buggy,Super Glider,Slim
Chris,90024,Toadette,Circuit Special,Super Glider,Triforce Tires
Wariuzzo,76180,Pink Gold Peach,City Tripper,Super Glider,Crimson Slim
