Player Name,Score,Character,Vehicle,Glider,Tires
Army,102592,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,103123,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,102776,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Army,102696,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107776,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
なすの,122810,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,103215,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,103196,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
Alberto,103063,Baby Daisy,Biddybuggy,Parachute,Azure Roller
Army,102564,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Army,102382,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,103083,Baby Daisy,Biddybuggy,Parachute,Azure Roller
なすの,122686,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
なすの,122655,Waluigi,Mr. Scooty,Cloud Glider,Azure Roller
なすの,122508,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Panda,102380,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
しらぬい,107832,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Army,102235,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107707,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
Alberto,107628,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107568,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107362,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107475,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107420,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107373,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Army,101957,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
しらぬい,107294,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
4laps2win,70913,Heavy Mii Crossing,Teddy Buggy,Waddle Wing,Azure Roller
Alberto,107305,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Panda,101954,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Panda,101936,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107264,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107217,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,107202,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105725,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,105619,Waluigi,Biddybuggy,Paper Glider,Azure Roller
alpha,62337,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Army,105472,Roy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105603,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Vincent,86378,Donkey Kong,Biddybuggy,Cloud Glider,Roller
Technical,92046,Yoshi,Biddybuggy,Paper Glider,Roller
しらぬい,114745,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,114699,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,114622,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
JenZua,55458,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,120208,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,120196,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,120189,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Panda,77573,King Boo,Landship,Parachute,Roller
Panda,77256,King Boo,Streetle,Paper Glider,Azure Roller
Alberto,120178,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,120127,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,120107,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,120078,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,119970,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,120055,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Panda,87845,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,119931,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,119929,Donkey Kong,Mr. Scooty,Paper Glider,Azure Roller
Alberto,119893,Roy,Mr. Scooty,Paper Glider,Azure Roller
Alberto,115965,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,84578,Heavy Mii Hylian,Biddybuggy,Paper Glider,Azure Roller
Byron,94804,Roy,Wild Wiggler,Paper Glider,Azure Roller
しらぬい,100129,Baby Rosalina,Biddybuggy,Paper Glider,Azure Roller
Pii,81854,Roy,Biddybuggy,Paper Glider,Azure Roller
DbD,77451,Dry Bowser,Sport Bike,Super Glider,Slim
Alberto,86360,Waluigi,Biddybuggy,Parachute,Azure Roller
TylerR,78034,Dry Bowser,Gold Standard,Gold Glider,Crimson Slim
Alberto,119892,Donkey Kong,Mr. Scooty,Paper Glider,Azure Roller
Army,86258,Wario,Blue Falcon,Gold Glider,Crimson Slim
Alberto,119889,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,119871,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Byron,94957,Waluigi,Wild Wiggler,Paper Glider,Azure Roller
Alberto,100262,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,100229,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,100211,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,100184,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Panda,106886,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,88315,Waluigi,Wild Wiggler,Paper Glider,Azure Roller
Panda,106750,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,106623,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,106583,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Army,67441,Wario,Wild Wiggler,Paper Glider,Azure Roller
Army,67419,Wario,Wild Wiggler,Paper Glider,Azure Roller
Technical,81403,Wario,Biddybuggy,Paper Glider,Button
Panda,106556,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,77118,King Boo,Streetle,Cloud Glider,Azure Roller
Prometheus,116298,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,88307,Waluigi,Wild Wiggler,Paper Glider,Azure Roller
Alberto,88291,Waluigi,Wild Wiggler,Paper Glider,Azure Roller
StervtL,111250,Waluigi,Biddybuggy,Paper Glider,Azure Roller
EternalX,55415,Baby Daisy,Biddybuggy,Parachute,Azure Roller
Prometheus,116328,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Technical,81373,Wario,Biddybuggy,Paper Glider,Button
Panda,106400,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,77051,Link,Streetle,Paper Glider,Azure Roller
Alberto,76897,Link,Streetle,Paper Glider,Azure Roller
Alberto,77042,Link,Streetle,Paper Glider,Azure Roller
Ronny,105443,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Byron,94935,Donkey Kong,Wild Wiggler,Paper Glider,Azure Roller
Vincent,86323,Roy,Biddybuggy,Cloud Glider,Roller
Byron,94786,Roy,Wild Wiggler,Paper Glider,Azure Roller
Ronny,105419,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Technical,91990,Yoshi,Biddybuggy,Paper Glider,Roller
stove,103049,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
stove,103000,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Byron,94870,Donkey Kong,Wild Wiggler,Paper Glider,Azure Roller
Panda,113188,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,70911,Heavy Mii Mega Man,Teddy Buggy,Super Glider,Azure Roller
Pii,86350,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Leaf Tires
Alberto,102956,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,102955,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,62318,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Alberto,62312,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Alberto,62298,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Panda,113388,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,62286,Waluigi,Biddybuggy,Flower Glider,Azure Roller
Alberto,88276,Donkey Kong,Wild Wiggler,Cloud Glider,Roller
Alberto,62243,Roy,Biddybuggy,Cloud Glider,Azure Roller
クローリン,83837,Roy,Biddybuggy,Flower Glider,Button
Panda,73780,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
Alberto,88253,Donkey Kong,Wild Wiggler,Cloud Glider,Roller
Panda,73519,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
4laps2win,70761,Heavy Mii Crossing,Teddy Buggy,Super Glider,Azure Roller
4laps2win,70888,Heavy Mii Crossing,Teddy Buggy,Super Glider,Azure Roller
Alberto,88221,Donkey Kong,Wild Wiggler,Cloud Glider,Roller
Alberto,88197,Donkey Kong,Wild Wiggler,Cloud Glider,Azure Roller
Panda,73767,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
Alberto,85213,Wario,Mach 8,Gold Glider,Crimson Slim
Alberto,85203,Wario,Mach 8,Gold Glider,Crimson Slim
alpha,82499,Heavy Mii Yoshi,Yoshi Bike,Cloud Glider,Button
Alberto,85127,Wario,Mach 8,Gold Glider,Crimson Slim
Alberto,62269,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Panda,73477,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
Alberto,62230,Roy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,62219,Roy,Biddybuggy,Cloud Glider,Azure Roller
Ronny,102138,Baby Daisy,Mr. Scooty,Cloud Glider,Azure Roller
Alberto,85096,Heavy Mii Mega Man,Mach 8,Gold Glider,Crimson Slim
Byron,94869,Donkey Kong,Wild Wiggler,Paper Glider,Azure Roller
Alberto,102782,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Panda,73445,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
しらぬい,102948,Baby Daisy,Biddybuggy,Parachute,Azure Roller
Alberto,102924,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,102878,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,102817,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,102868,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,102795,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Alberto,102584,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
Army,119786,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,108956,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
しらぬい,105481,Roy,Biddybuggy,Cloud Glider,Leaf Tires
Alberto,108955,Baby Peach,Biddybuggy,Parachute,Azure Roller
Alberto,108845,Baby Daisy,Biddybuggy,Parachute,Azure Roller
JenZua,80544,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,108921,Baby Peach,Biddybuggy,Parachute,Azure Roller
JenZua,80509,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,56599,Dry Bowser,Mach 8,Cloud Glider,Leaf Tires
Byron,94778,Roy,Wild Wiggler,Paper Glider,Azure Roller
ろーる,72925,Heavy Mii,W 25 Silver Arrow,Paper Glider,Leaf Tires
Army,67363,Wario,Wild Wiggler,Paper Glider,Azure Roller
Alberto,82023,Waluigi,Streetle,Paper Glider,Azure Roller
エル,107823,Waluigi,Biddybuggy,Paper Glider,Azure Roller
エル,107780,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Army,105335,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Army,105282,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Army,105319,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
JenZua,62197,Waluigi,Mr. Scooty,Paper Glider,Leaf Tires
Army,105216,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Panda,87840,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,87813,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,87786,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,118296,Waluigi,Biddybuggy,Paper Glider,Azure Roller
JenZua,62142,Waluigi,Mr. Scooty,Paper Glider,Leaf Tires
JenZua,74861,Waluigi,Biddybuggy,Paper Glider,Azure Roller
EternalX,73401,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
Alberto,118266,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,118265,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,118194,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Panda,87689,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,102571,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Technical,83720,Waluigi,Teddy Buggy,Gold Glider,Azure Roller
なすの,122440,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Technical,83711,Waluigi,Teddy Buggy,Gold Glider,Azure Roller
koko,105475,Waluigi,Biddybuggy,Paper Glider,Leaf Tires
Army,86299,Wario,Blue Falcon,Gold Glider,Crimson Slim
Army,86266,Wario,Blue Falcon,Gold Glider,Crimson Slim
Army,86262,Wario,Blue Falcon,Gold Glider,Crimson Slim
Alpaco,72833,Baby Daisy,Biddybuggy,Parachute,Azure Roller
Alberto,82053,Waluigi,Streetle,Paper Glider,Azure Roller
noah,85287,Wario,Biddybuggy,Paper Glider,Azure Roller
Alberto,82020,Waluigi,Streetle,Paper Glider,Azure Roller
K4I,112251,Waluigi,Biddybuggy,Paper Glider,Azure Roller
K4I,112167,Waluigi,Biddybuggy,Paper Glider,Azure Roller
ザビ,79184,Waluigi,Yoshi Bike,Paper Glider,Azure Roller
エル,82596,Wario,Splat Buggy,Super Glider,Slim
LMDS,112151,Roy,Yoshi Bike,Peach Parasol,Roller
Zakaria,112134,Donkey Kong,Yoshi Bike,Paper Glider,Azure Roller
LMDS,111984,Roy,Yoshi Bike,Peach Parasol,Roller
エル,82468,Wario,Splat Buggy,Super Glider,Slim
LxckyZ,78867,Dry Bowser,Sport Bike,Paper Glider,Slim
エル,82512,Wario,Splat Buggy,Super Glider,Slim
エル,82580,Wario,Splat Buggy,Super Glider,Slim
エル,82523,Wario,Splat Buggy,Super Glider,Slim
Gudichap,82496,Wario,Splat Buggy,Gold Glider,Slim
Rhys,78067,Wario,Yoshi Bike,Paper Glider,Azure Roller
Gudichap,82247,Wario,Splat Buggy,Gold Glider,Crimson Slim
エル,82243,Wario,Splat Buggy,Gold Glider,Slim
Army,78251,Heavy Mii Wario,Yoshi Bike,Parachute,Azure Roller
Rhys,78117,Wario,Yoshi Bike,Paper Glider,Azure Roller
ain,88829,Waluigi,Biddybuggy,Paper Glider,Roller
K4I,111884,Waluigi,Yoshi Bike,Paper Glider,Azure Roller
TylerR,77967,Dry Bowser,Gold Standard,Gold Glider,Crimson Slim
Army,77951,Wario,Gold Standard,Gold Glider,Crimson Slim
Army,77801,Wario,Gold Standard,Gold Glider,Crimson Slim
DbD,77551,Dry Bowser,Sport Bike,Super Glider,Slim
DbD,77434,Dry Bowser,Sport Bike,Super Glider,Crimson Slim
Rhys,77434,Wario,Sport Bike,Gold Glider,Gold Tires
DbD,77384,Dry Bowser,Sport Bike,Super Glider,Slim
Beta,57512,Wario,Prancer,Wario Wing,Wood
Army,56786,Wario,Sneeker,Gold Glider,Crimson Slim
alpha,57505,Wario,Sneeker,Wario Wing,Slim
Army,57472,Wario,Sneeker,Gold Glider,Crimson Slim
alpha,57436,Wario,Sneeker,Wario Wing,Slim
Army,57426,Wario,Sneeker,Gold Glider,Crimson Slim
Army,57363,Wario,Sneeker,Gold Glider,Crimson Slim
Army,57265,Wario,Sneeker,Gold Glider,Crimson Slim
Army,57118,Wario,Sneeker,Gold Glider,Crimson Slim
Army,56917,Wario,Sneeker,Gold Glider,Crimson Slim
Army,56892,Wario,Sneeker,Gold Glider,Crimson Slim
そうめん,56892,Wario,Sneeker,Super Glider,Crimson Slim
Army,56857,Wario,Sneeker,Gold Glider,Crimson Slim
Army,56742,Wario,Sneeker,Gold Glider,Crimson Slim
Ronny,114001,Roy,Biddybuggy,Paper Glider,Azure Roller
Anthony,113818,Wario,Biddybuggy,Paper Glider,Roller
Ronny,113882,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Ronny,113747,Wario,Biddybuggy,Paper Glider,Azure Roller
きーぼう,82196,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Pii,82171,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Pii,81851,Waluigi,Teddy Buggy,Paper Glider,Azure Roller
Panda,81266,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
Ronny,113716,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Pii,81760,Waluigi,Teddy Buggy,Paper Glider,Azure Roller
Pii,81555,Waluigi,Teddy Buggy,Paper Glider,Azure Roller
ぴっくー,81482,Waluigi,Teddy Buggy,Paper Glider,Azure Roller
きーぼう,81464,Waluigi,Teddy Buggy,Paper Glider,Azure Roller
Panda,81464,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
K4I,104843,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Panda,81296,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
Panda,80958,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
Panda,80947,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
ユダ,103969,Roy,Biddybuggy,Parachute,Roller
ユダ,104718,Roy,Biddybuggy,Parachute,Roller
Lemon,104575,Roy,Biddybuggy,Paper Glider,Azure Roller
K4I,104203,Waluigi,Biddybuggy,Paper Glider,Azure Roller
F,78123,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
F,77957,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
F,78079,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Panda,77701,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alpaco,77551,Roy,Biddybuggy,Paper Glider,Azure Roller
Panda,77515,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alpaco,77279,Roy,Biddybuggy,Paper Glider,Azure Roller
Alpaco,77254,Roy,Biddybuggy,Paper Glider,Azure Roller
Alpaco,77187,Roy,Biddybuggy,Paper Glider,Azure Roller
Alpaco,76903,Roy,Biddybuggy,Paper Glider,Azure Roller
Panda,76849,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76619,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76576,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76573,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76508,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76450,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76442,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76301,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76138,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76118,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,76053,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,75945,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,75867,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Panda,75831,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
ろーる,60297,Wario,Blue Falcon,Gold Glider,Slim
Alberto,59426,Wario,Gold Standard,Gold Glider,Crimson Slim
Alberto,59348,Wario,Gold Standard,Gold Glider,Crimson Slim
Thimo,60177,Heavy Mii Toad,Sport Bike,Wario Wing,Slim
alpha,60067,Wario,Blue Falcon,Gold Glider,Slim
alpha,60053,Wario,Blue Falcon,Gold Glider,Slim
alpha,59980,Wario,Blue Falcon,Gold Glider,Slim
Thimo,59922,Wario,Master Cycle,Wario Wing,Slim
alpha,59917,Wario,Blue Falcon,Gold Glider,Crimson Slim
alpha,59914,Wario,Blue Falcon,Gold Glider,Crimson Slim
Pii,59837,Wario,Gold Standard,Super Glider,Crimson Slim
alpha,59796,Wario,Gold Standard,Gold Glider,Crimson Slim
alpha,59791,Wario,Gold Standard,Gold Glider,Crimson Slim
TylerR,59775,Wario,Gold Standard,Gold Glider,Slim
TylerR,59734,Wario,Gold Standard,Gold Glider,Slim
TylerR,59701,Wario,Gold Standard,Gold Glider,Slim
TylerR,59673,Wario,Gold Standard,Gold Glider,Slim
alpha,59635,Wario,Gold Standard,Gold Glider,Slim
Pii,59589,Wario,Gold Standard,Gold Glider,Slim
alpha,59589,Wario,Gold Standard,Gold Glider,Slim
Army,59480,Wario,Gold Standard,Paraglider,Crimson Slim
Alberto,59436,Wario,Gold Standard,Gold Glider,Crimson Slim
Alberto,59411,Wario,Gold Standard,Gold Glider,Crimson Slim
Alberto,59377,Wario,Gold Standard,Gold Glider,Crimson Slim
Alberto,59368,Wario,Gold Standard,Gold Glider,Crimson Slim
K4I,87318,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,86868,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,87177,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,87008,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,86971,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,86953,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,86913,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,86756,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,86852,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,86686,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,86717,Roy,Biddybuggy,Paper Glider,Azure Roller
おんど,107533,Waluigi,Biddybuggy,Paper Glider,Azure Roller
オトヒメ,78749,Waluigi,Cat Cruiser,Paper Glider,Roller
そうめん,106211,Waluigi,Biddybuggy,Paper Glider,Roller
Luckyo,76809,Waluigi,Wild Wiggler,Paper Glider,Roller
Alberto,78661,Bowser,Biddybuggy,Paper Glider,Azure Roller
Alberto,78592,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,78072,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,77839,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Doodle,77833,Roy,Biddybuggy,Cloud Glider,Azure Roller
SuperFX,77758,Waluigi,Biddybuggy,Paper Glider,Roller
SuperFX,77641,Waluigi,Biddybuggy,Cloud Glider,Roller
SuperFX,77468,Waluigi,Biddybuggy,Cloud Glider,Roller
SuperFX,77421,Dry Bowser,Biddybuggy,Cloud Glider,Roller
SuperFX,77315,Dry Bowser,Biddybuggy,Cloud Glider,Roller
Luckyo,77238,Waluigi,Wild Wiggler,Paper Glider,Roller
Doodle,77219,Roy,Pipe Frame,Waddle Wing,Roller
Doodle,77145,Roy,Pipe Frame,Waddle Wing,Roller
Luckyo,77048,Waluigi,Wild Wiggler,Paper Glider,Roller
Luckyo,76944,Waluigi,Wild Wiggler,Paper Glider,Azure Roller
SuperFX,76926,Waluigi,Pipe Frame,Super Glider,Azure Roller
SuperFX,76819,Waluigi,Pipe Frame,Super Glider,Azure Roller
クロト,107329,Waluigi,Biddybuggy,Paper Glider,Roller
クロト,107268,Waluigi,Biddybuggy,Paper Glider,Roller
¥146,107167,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,106771,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,106555,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,106470,Waluigi,Biddybuggy,Paper Glider,Azure Roller
¥146,106321,Waluigi,Biddybuggy,Paper Glider,Azure Roller
K4I,111967,Waluigi,Yoshi Bike,Paper Glider,Azure Roller
Play,77367,Dry Bowser,Sport Bike,Super Glider,Crimson Slim
Play,77284,Dry Bowser,Sport Bike,Super Glider,Crimson Slim
Army,77251,Wario,Sport Bike,Super Glider,Crimson Slim
Army,77234,Wario,Sport Bike,Super Glider,Crimson Slim
Army,77184,Wario,Sport Bike,Super Glider,Crimson Slim
Army,77167,Wario,Sport Bike,Super Glider,Crimson Slim
ホッキョクグマ,88602,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alpaco,87467,Roy,Biddybuggy,Paper Glider,Azure Roller
Alpaco,87768,Roy,Biddybuggy,Paper Glider,Azure Roller
Awoken,87160,Waluigi,Biddybuggy,Paper Glider,Roller
Alpaco,87200,Roy,Biddybuggy,Paper Glider,Azure Roller
Jimmy,86582,Roy,Biddybuggy,Cloud Glider,Azure Roller
Jimmy,87019,Roy,Biddybuggy,Cloud Glider,Azure Roller
Dfender,86951,Roy,Teddy Buggy,Paper Glider,Azure Roller
Panda,75721,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
kisaragi,86760,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Byron,88754,Waluigi,Biddybuggy,Cloud Glider,Roller
ふぐヲ,88738,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
Byron,88675,Waluigi,Biddybuggy,Cloud Glider,Roller
noah,85898,Roy,Biddybuggy,Paper Glider,Roller
kisaragi,86750,Roy,Biddybuggy,Cloud Glider,Azure Roller
kisaragi,86481,Roy,Biddybuggy,Cloud Glider,Azure Roller
zsnipe,88589,Roy,Biddybuggy,Paper Glider,Roller
kisaragi,86220,Roy,Biddybuggy,Cloud Glider,Azure Roller
おまえモナー,88531,Roy,Biddybuggy,Cloud Glider,Azure Roller
Jimmy,86130,Roy,Biddybuggy,Cloud Glider,Azure Roller
StervtL,88371,Waluigi,Biddybuggy,Paper Glider,Azure Roller
StervtL,88581,Waluigi,Biddybuggy,Paper Glider,Azure Roller
kisaragi,86127,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
noah,86016,Roy,Biddybuggy,Paper Glider,Roller
Technical,64131,Roy,Biddybuggy,Cloud Glider,Azure Roller
おまえモナー,88320,Roy,Biddybuggy,Cloud Glider,Azure Roller
おまえモナー,88166,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
StervtL,88302,Waluigi,Biddybuggy,Paper Glider,Azure Roller
こんこん,116324,Waluigi,Biddybuggy,Paper Glider,Azure Roller
kisaragi,65441,Roy,Biddybuggy,Paper Glider,Azure Roller
starxlx,65395,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Cream,65310,Roy,Biddybuggy,Paper Glider,Azure Roller
starxlx,65099,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Technical,64767,Roy,Biddybuggy,Cloud Glider,Azure Roller
Technical,64513,Roy,Biddybuggy,Cloud Glider,Azure Roller
Grant,64470,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Technical,63721,Wario,Biddybuggy,Cloud Glider,Azure Roller
K4I,111817,Waluigi,Yoshi Bike,Paper Glider,Azure Roller
K4I,111784,Waluigi,Yoshi Bike,Paper Glider,Azure Roller
Army,77101,Wario,Sport Bike,Super Glider,Crimson Slim
こんこん,115923,Roy,Biddybuggy,Paper Glider,Azure Roller
ヨシ,115830,Roy,Biddybuggy,Paper Glider,Roller
SKaR,85898,Waluigi,Biddybuggy,Paper Glider,Roller
こんこん,115314,Roy,Biddybuggy,Paper Glider,Azure Roller
こんこん,115256,Roy,Biddybuggy,Paper Glider,Azure Roller
こんこん,115065,Roy,Biddybuggy,Paper Glider,Azure Roller
こんこん,114757,Roy,Biddybuggy,Paper Glider,Azure Roller
